class_name,video_name,image_name,label
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00081,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00082,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00083,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00084,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00085,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00086,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00087,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00088,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00089,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00090,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00091,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00092,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00093,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00094,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00095,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00096,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00097,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00098,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00099,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00100,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00101,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00102,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00103,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00104,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00105,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00106,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00107,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00108,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00109,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00110,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00111,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00112,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00113,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00114,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00115,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00116,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00117,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00118,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00119,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00120,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00121,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00122,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00123,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00124,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00125,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00126,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00127,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00128,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00129,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00130,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00131,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00132,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00133,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00134,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00135,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00136,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00137,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00138,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00139,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00140,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00141,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00142,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00143,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00144,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00145,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00146,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00147,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00148,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00149,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00150,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00151,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00152,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00153,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00154,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00155,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00156,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00157,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00158,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00159,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00160,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00161,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00162,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00163,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00164,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00165,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00166,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00167,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00168,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00169,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00170,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00171,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00172,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00173,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00174,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00175,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00176,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00177,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00178,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00179,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00180,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00181,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00182,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00183,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00184,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00185,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00186,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00187,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00188,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00189,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00190,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00191,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00192,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00193,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00194,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00195,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00196,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00197,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00198,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00199,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00200,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00201,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00202,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00203,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00204,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00205,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00206,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00207,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00208,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00209,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00210,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00211,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00212,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00213,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00214,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00215,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00216,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00217,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00218,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00219,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00220,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00221,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00222,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00223,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00224,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00225,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00226,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00227,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00228,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00229,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00230,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00231,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00232,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00233,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00234,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00235,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00236,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00237,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00238,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00239,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00240,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00241,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00242,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00243,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00244,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00245,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00246,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00247,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00248,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00249,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00250,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00251,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00252,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00253,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00254,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00255,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00256,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00257,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00258,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00259,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00260,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00261,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00262,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00263,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00264,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00265,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00266,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00267,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00268,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00269,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00270,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00271,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00272,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00273,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00274,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00275,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00276,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00277,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00278,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00279,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00280,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00281,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00282,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00283,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00284,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00285,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00286,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00287,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00288,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00289,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00290,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00291,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00292,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00293,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00294,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00295,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00296,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00297,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00298,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00299,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00300,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00301,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00302,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00303,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00304,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00305,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00306,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00307,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00308,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00309,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00310,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00311,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00312,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00313,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00314,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00315,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00316,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00317,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00318,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00319,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00320,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00321,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00322,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00323,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00324,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00325,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00326,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00327,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00328,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00329,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00330,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00331,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00332,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00333,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00334,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00335,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00336,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00337,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00338,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00339,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00340,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00341,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00342,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00343,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00344,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00345,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00346,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00347,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00348,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00349,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00350,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00351,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00352,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00353,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00354,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00355,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00356,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00357,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00358,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00359,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00360,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00361,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00362,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00363,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00364,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00365,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00366,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00367,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00368,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00369,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00370,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00371,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00372,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00373,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00374,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00375,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00376,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00377,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00378,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00379,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00380,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00381,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00382,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00383,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00384,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00385,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00386,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00387,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00388,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00389,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00390,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00391,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00392,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00393,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00394,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00395,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00396,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00397,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00398,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00399,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00400,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00401,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00402,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00403,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00404,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00405,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00406,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00407,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00408,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00409,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00410,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00411,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00412,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00413,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00414,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00415,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00416,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00417,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00418,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00419,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00420,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00421,1
clean_and_jerk,9XgsEBtBqm8_00001_00616,I00422,1
